import_index,export_index,unknown1,lnXniXnn,lnX'niX'nn,dist1,dist2,dist3,dist4,dist5,dist6,border,r_and_d,human_capital,unknown2,labor,wage,common_language,both_in_EU,both_in_EFTA,distance
1,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,90,-6.5,-7.41,0,0,0,0,0,1,0,-0.321,-0.017,3.72,-0.795,0.136,0,0,0,9.89
1,3,90,-5.97,-10.1,0,0,0,0,0,1,0,0.545,0.07,4.98,-0.67,0.406,0,0,0,10.4
1,4,90,-5.11,-5.83,0,0,0,0,0,1,0,1.23,0.135,0.181,0.489,0.359,1,0,0,10
1,5,90,-6.59,-8.21,0,0,0,0,0,1,0,-0.541,-0.233,3.99,-1.04,0.272,0,0,0,9.97
1,6,90,-6.08,-6.46,0,0,0,0,0,1,0,-0.504,0.217,1.9,-1.15,0.511,0,0,0,9.45
1,7,90,-4.89,-5.18,0,0,0,0,0,1,0,2.54,0.09,3.85,1.16,0.41,0,0,0,10.5
1,8,90,-3.86,-3.92,0,0,0,0,0,1,0,2.96,0.169,4.74,1.33,0.459,0,0,0,9.99
1,9,90,-8.02,-9.09,0,0,0,0,0,1,0,-2.9,-0.037,3.54,-0.742,-0.424,0,0,0,9.45
1,10,90,-4.65,-4.53,0,0,0,0,0,1,0,1.63,0.046,4.46,1.06,0.19,0,0,0,10.1
1,11,90,-2.8,-2.04,0,0,0,0,1,0,0,3.35,0.083,5.01,2.27,0.24,0,0,0,4.92
1,12,90,-5.71,-8.8,0,0,0,0,0,1,0,1.16,0.083,5.1,-0.264,0.396,0,0,0,10.3
1,13,90,-4.3,-4.96,0,0,1,0,0,0,0,-2.21,0.061,1.73,-1.67,-0.245,1,0,0,1.44
1,14,90,-7.02,-8.14,0,0,0,0,0,1,0,-0.433,0.058,1.78,-1.32,0.483,0,0,0,9.93
1,15,90,-8,-8.98,0,0,0,0,0,1,0,-2.56,-0.291,3.88,-0.605,-0.991,0,0,0,11.2
1,16,90,-6.66,-6.69,0,0,0,0,0,1,0,-0.045,0.107,3.55,0.556,-0.083,0,0,0,10.9
1,17,90,-5.16,-5.89,0,0,0,0,0,1,0,0.86,0.1,2.15,-0.602,0.446,0,0,0,9.7
1,18,90,-3.66,-4.04,0,0,0,0,0,1,0,2.79,-0.026,4.66,1.25,0.18,1,0,0,10.769
1,19,90,-2.61,-2.18,0,0,0,0,0,1,0,4.74,0.327,2.49,2.72,0.491,1,0,0,9.39
2,1,90,-8.85,-7.94,0,0,0,0,0,1,0,0.321,0.017,-3.72,0.795,-0.136,0,0,0,9.89
2,2,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,3,90,-3.88,-7.08,0,1,0,0,0,0,0,0.867,0.087,1.25,0.125,0.269,0,0,0,0.57
2,4,90,-5.92,-5.73,0,0,0,0,1,0,0,1.55,0.152,-3.54,1.28,0.223,0,0,0,4.09
2,5,90,-5.4,-6.11,0,1,0,0,0,0,0,-0.219,-0.215,0.264,-0.247,0.136,0,0,0,0.545
2,6,90,-5.31,-4.79,0,0,1,0,0,0,0,-0.182,0.234,-1.83,-0.358,0.375,0,0,1,0.894
2,7,90,-3.48,-2.87,0,1,0,0,0,0,0,2.86,0.107,0.122,1.96,0.274,0,0,0,0.645
2,8,90,-1.11,-0.258,1,0,0,0,0,0,1,3.28,0.187,1.02,2.13,0.323,1,0,0,0.326
2,9,90,-6.26,-6.43,0,0,1,0,0,0,0,-2.58,-0.02,-0.18,0.053,-0.56,0,0,0,0.795
2,10,90,-2.75,-1.72,0,1,0,0,0,0,1,1.95,0.063,0.736,1.85,0.054,0,0,0,0.475
2,11,90,-3.61,-1.94,0,0,0,0,1,0,0,3.67,0.1,1.29,3.06,0.104,0,0,0,5.69
2,12,90,-4.03,-6.21,0,1,0,0,0,0,0,1.48,0.1,1.38,0.531,0.259,0,0,0,0.583
2,13,90,-9.31,-9.06,0,0,0,0,0,1,0,-1.89,0.079,-1.99,-0.878,-0.381,0,0,0,11.3
2,14,90,-5.99,-6.2,0,0,1,0,0,0,0,-0.112,0.075,-1.95,-0.529,0.347,0,0,1,0.842
2,15,90,-5.58,-5.65,0,0,1,0,0,0,0,-2.24,-0.273,0.156,0.19,-1.13,0,0,0,1.43
2,16,90,-5.12,-4.25,0,0,1,0,0,0,0,0.276,0.124,-0.174,1.35,-0.219,0,0,0,1.13
2,17,90,-4.39,-4.21,0,0,1,0,0,0,0,1.18,0.118,-1.57,0.194,0.31,0,0,1,0.775
2,18,90,-3.91,-3.38,0,0,1,0,0,0,0,3.11,-0.008,0.937,2.05,0.044,0,0,0,0.769
2,19,90,-3.9,-2.56,0,0,0,0,1,0,0,5.06,0.344,-1.23,3.51,0.355,0,0,0,4.7
3,1,90,-5.4,-1.29,0,0,0,0,0,1,0,-0.545,-0.07,-4.98,0.67,-0.406,0,0,0,10.4
3,2,90,-3.68,-0.484,0,1,0,0,0,0,0,-0.867,-0.087,-1.25,-0.125,-0.269,0,0,0,0.57
3,3,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,4,90,-4.46,-1.07,0,0,0,0,1,0,0,0.687,0.065,-4.79,1.16,-0.046,0,0,0,3.54
3,5,90,-4.08,-1.59,0,1,0,0,0,0,0,-1.09,-0.302,-0.989,-0.373,-0.133,0,1,0,0.475
3,6,90,-4.16,-0.44,0,0,1,0,0,0,0,-1.05,0.147,-3.08,-0.483,0.105,0,0,0,1.02
3,7,90,-0.716,3.1,1,0,0,0,0,0,1,2,0.02,-1.13,1.83,0.004,1,1,0,0.165
3,8,90,-0.29,3.76,0,1,0,0,0,0,1,2.41,0.1,-0.236,2,0.054,0,1,0,0.403
3,9,90,-5.76,-2.72,0,0,1,0,0,0,0,-3.45,-0.107,-1.43,-0.072,-0.829,0,1,0,1.3
3,10,90,-1.9,2.33,0,1,0,0,0,0,0,1.08,-0.024,-0.518,1.73,-0.216,0,1,0,0.735
3,11,90,-2.7,2.17,0,0,0,0,1,0,0,2.81,0.013,0.032,2.94,-0.165,0,0,0,5.89
3,12,90,-0.76,0.254,1,0,0,0,0,0,1,0.614,0.013,0.126,0.406,-0.01,0,1,0,0.106
3,13,90,-5.95,-2.5,0,0,0,0,0,1,0,-2.75,-0.009,-3.25,-1,-0.651,0,0,0,11.6
3,14,90,-3.75,-0.755,0,1,0,0,0,0,0,-0.979,-0.012,-3.2,-0.654,0.077,0,0,0,0.675
3,15,90,-4.39,-1.27,0,0,1,0,0,0,0,-3.11,-0.361,-1.1,0.065,-1.4,0,1,0,1.06
3,16,90,-3.19,0.889,0,0,1,0,0,0,0,-0.59,0.037,-1.43,1.23,-0.488,0,1,0,0.817
3,17,90,-2.69,0.69,0,0,1,0,0,0,0,0.314,0.031,-2.83,0.068,0.04,0,0,0,0.798
3,18,90,-1.34,2.38,1,0,0,0,0,0,0,2.25,-0.095,-0.316,1.92,-0.225,0,1,0,0.199
3,19,90,-1.8,2.73,0,0,0,0,1,0,0,4.2,0.257,-2.49,3.39,0.086,0,0,0,4.15
4,1,90,-6.65,-5.93,0,0,0,0,0,1,0,-1.23,-0.135,-0.181,-0.489,-0.359,1,0,0,10
4,2,90,-6.32,-6.5,0,0,0,0,1,0,0,-1.55,-0.152,3.54,-1.28,-0.223,0,0,0,4.09
4,3,90,-6.06,-9.44,0,0,0,0,1,0,0,-0.687,-0.065,4.79,-1.16,0.046,0,0,0,3.54
4,4,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,90,-6.9,-7.8,0,0,0,0,1,0,0,-1.77,-0.368,3.81,-1.53,-0.087,0,0,0,3.67
4,6,90,-6.43,-6.1,0,0,0,0,1,0,0,-1.74,0.082,1.72,-1.64,0.151,0,0,0,3.91
4,7,90,-4.47,-4.04,0,0,0,0,1,0,0,1.31,-0.045,3.66,0.674,0.051,0,0,0,3.52
4,8,90,-4.09,-3.43,0,0,0,0,1,0,0,1.73,0.034,4.56,0.841,0.1,0,0,0,3.82
4,9,90,-8.5,-8.85,0,0,0,0,1,0,0,-4.13,-0.172,3.36,-1.23,-0.783,0,0,0,4.82
4,10,90,-4.8,-3.96,0,0,0,0,1,0,0,0.397,-0.089,4.28,0.568,-0.17,0,0,0,4.2
4,11,90,-3.19,-1.71,0,0,0,0,0,1,0,2.12,-0.052,4.83,1.78,-0.119,0,0,0,6.43
4,12,90,-5.96,-8.33,0,0,0,0,1,0,0,-0.073,-0.052,4.92,-0.754,0.036,0,0,0,3.51
4,13,90,-7.07,-7.01,0,0,0,0,0,1,0,-3.44,-0.074,1.55,-2.16,-0.605,1,0,0,8.99
4,14,90,-5.64,-6.04,0,0,0,0,1,0,0,-1.67,-0.077,1.59,-1.81,0.124,0,0,0,3.49
4,15,90,-7.52,-7.79,0,0,0,0,1,0,0,-3.8,-0.426,3.7,-1.09,-1.35,0,0,0,3.36
4,16,90,-6.28,-5.59,0,0,0,0,1,0,0,-1.28,-0.028,3.37,0.067,-0.442,0,0,0,3.54
4,17,90,-5.5,-5.5,0,0,0,0,1,0,0,-0.372,-0.035,1.97,-1.09,0.086,0,0,0,3.73
4,18,90,-3.93,-3.6,0,0,0,0,1,0,0,1.56,-0.161,4.48,0.761,-0.179,1,0,0,3.34
4,19,90,-0.883,0.268,0,1,0,0,0,0,1,3.51,0.192,2.31,2.23,0.132,1,0,0,0.648
5,1,90,-6.92,-5.3,0,0,0,0,0,1,0,0.541,0.233,-3.99,1.04,-0.272,0,0,0,9.97
5,2,90,-4.28,-3.56,0,1,0,0,0,0,0,0.219,0.215,-0.264,0.247,-0.136,0,0,0,0.545
5,3,90,-3.39,-5.88,0,1,0,0,0,0,0,1.09,0.302,0.989,0.373,0.133,0,1,0,0.475
5,4,90,-5.92,-5.02,0,0,0,0,1,0,0,1.77,0.368,-3.81,1.53,0.087,0,0,0,3.67
5,5,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,6,90,-3.41,-2.17,0,1,0,0,0,0,0,0.037,0.449,-2.09,-0.111,0.239,0,0,0,0.55
5,7,90,-2.82,-1.49,0,1,0,0,0,0,0,3.08,0.323,-0.142,2.21,0.138,0,1,0,0.639
5,8,90,-1.38,0.177,1,0,0,0,0,0,1,3.5,0.402,0.753,2.37,0.187,0,1,0,0.224
5,9,90,-6.15,-5.6,0,0,1,0,0,0,0,-2.36,0.195,-0.444,0.3,-0.696,0,1,0,1.33
5,10,90,-3.1,-1.36,0,0,1,0,0,0,0,2.17,0.279,0.471,2.1,-0.082,0,1,0,0.957
5,11,90,-3.25,-0.871,0,0,0,0,1,0,0,3.89,0.315,1.02,3.31,-0.032,0,0,0,5.42
5,12,90,-2.82,-4.29,0,1,0,0,0,0,0,1.7,0.315,1.12,0.778,0.124,0,1,0,0.386
5,13,90,-7.27,-6.32,0,0,0,0,0,1,0,-1.67,0.294,-2.26,-0.631,-0.517,0,0,0,11.2
5,14,90,-3.01,-2.5,1,0,0,0,0,0,0,0.107,0.291,-2.21,-0.281,0.211,0,0,0,0.299
5,15,90,-4.37,-3.73,0,0,0,1,0,0,0,-2.02,-0.058,-0.109,0.438,-1.26,0,1,0,1.54
5,16,90,-4.58,-3,0,0,1,0,0,0,0,0.496,0.339,-0.438,1.6,-0.355,0,1,0,1.29
5,17,90,-2.12,-1.23,1,0,0,0,0,0,0,1.4,0.333,-1.84,0.441,0.174,0,0,0,0.327
5,18,90,-2.4,-1.17,0,1,0,0,0,0,0,3.33,0.207,0.673,2.29,-0.092,0,1,0,0.592
5,19,90,-2.89,-0.845,0,0,0,0,1,0,0,5.28,0.559,-1.5,3.76,0.219,0,0,0,4.26
6,1,90,-8.82,-8.43,0,0,0,0,0,1,0,0.504,-0.217,-1.9,1.15,-0.511,0,0,0,9.45
6,2,90,-4.91,-5.43,0,0,1,0,0,0,0,0.182,-0.234,1.83,0.358,-0.375,0,0,1,0.894
6,3,90,-4.34,-8.06,0,0,1,0,0,0,0,1.05,-0.147,3.08,0.483,-0.105,0,0,0,1.02
6,4,90,-5.84,-6.18,0,0,0,0,1,0,0,1.74,-0.082,-1.72,1.64,-0.151,0,0,0,3.91
6,5,90,-4.13,-5.36,0,1,0,0,0,0,0,-0.037,-0.449,2.09,0.111,-0.239,0,0,0,0.55
6,6,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,7,90,-3.81,-3.72,0,0,1,0,0,0,0,3.04,-0.127,1.95,2.32,-0.101,0,0,0,1.19
6,8,90,-2.41,-2.09,0,1,0,0,0,0,0,3.46,-0.047,2.84,2.48,-0.051,0,0,0,0.689
6,9,90,-6.94,-7.63,0,0,0,1,0,0,0,-2.4,-0.254,1.65,0.411,-0.935,0,0,0,1.53
6,10,90,-3.76,-3.25,0,0,1,0,0,0,0,2.13,-0.171,2.56,2.21,-0.321,0,0,0,1.37
6,11,90,-3.63,-2.48,0,0,0,0,1,0,0,3.85,-0.134,3.11,3.42,-0.271,0,0,0,4.87
6,12,90,-4.26,-6.97,0,0,1,0,0,0,0,1.66,-0.134,3.21,0.889,-0.115,0,0,0,0.936
6,13,90,-9.62,-9.9,0,0,0,0,0,1,0,-1.71,-0.156,-0.168,-0.52,-0.756,0,0,0,10.6
6,14,90,-4.15,-4.89,0,1,0,0,0,0,0,0.07,-0.159,-0.122,-0.17,-0.028,0,0,1,0.491
6,15,90,-5.26,-5.86,0,0,0,1,0,0,0,-2.06,-0.507,1.98,0.548,-1.5,0,0,0,2.09
6,16,90,-5.43,-5.08,0,0,0,1,0,0,0,0.459,-0.11,1.65,1.71,-0.593,0,0,0,1.83
6,17,90,-2.7,-3.04,1,0,0,0,0,0,1,1.36,-0.116,0.251,0.552,-0.065,0,0,1,0.246
6,18,90,-3.28,-3.28,0,0,1,0,0,0,0,3.29,-0.242,2.76,2.4,-0.331,0,0,0,1.13
6,19,90,-3.58,-2.77,0,0,0,0,1,0,0,5.24,0.11,0.592,3.87,-0.02,0,0,0,4.44
7,1,90,-7.45,-7.16,0,0,0,0,0,1,0,-2.54,-0.09,-3.85,-1.16,-0.41,0,0,0,10.5
7,2,90,-5.49,-6.1,0,1,0,0,0,0,0,-2.86,-0.107,-0.122,-1.96,-0.274,0,0,0,0.645
7,3,90,-3.24,-7.05,1,0,0,0,0,0,1,-2,-0.02,1.13,-1.83,-0.004,1,1,0,0.165
7,4,90,-6.14,-6.57,0,0,0,0,1,0,0,-1.31,0.045,-3.66,-0.674,-0.051,0,0,0,3.52
7,5,90,-5.64,-6.97,0,1,0,0,0,0,0,-3.08,-0.323,0.142,-2.21,-0.138,0,1,0,0.639
7,6,90,-5.67,-5.76,0,0,1,0,0,0,0,-3.04,0.127,-1.95,-2.32,0.101,0,0,0,1.19
7,7,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,8,90,-2.33,-2.1,0,1,0,0,0,0,1,0.418,0.08,0.895,0.168,0.049,0,1,0,0.545
7,9,90,-6.81,-7.59,0,0,1,0,0,0,0,-5.44,-0.127,-0.302,-1.91,-0.834,0,1,0,1.3
7,10,90,-2.92,-2.51,0,1,0,0,0,0,1,-0.911,-0.044,0.614,-0.106,-0.22,0,1,0,0.694
7,11,90,-4.24,-3.18,0,0,0,0,0,1,0,0.811,-0.007,1.16,1.1,-0.17,0,0,0,6.05
7,12,90,-3.89,-6.69,1,0,0,0,0,0,0,-1.38,-0.007,1.26,-1.43,-0.014,0,1,0,0.266
7,13,90,-8.41,-8.79,0,0,0,0,0,1,0,-4.75,-0.029,-2.12,-2.84,-0.655,0,0,0,11.8
7,14,90,-5.55,-6.38,0,0,1,0,0,0,0,-2.97,-0.032,-2.07,-2.49,0.073,0,0,0,0.836
7,15,90,-5.26,-5.95,0,0,1,0,0,0,0,-5.11,-0.381,0.034,-1.77,-1.4,0,1,0,0.902
7,16,90,-3.82,-3.56,0,1,0,0,0,0,1,-2.59,0.017,-0.296,-0.607,-0.493,0,1,0,0.652
7,17,90,-5.01,-5.45,0,0,1,0,0,0,0,-1.68,0.01,-1.7,-1.76,0.036,0,0,0,0.963
7,18,90,-3.31,-3.4,1,0,0,0,0,0,0,0.25,-0.115,0.815,0.087,-0.23,0,1,0,0.213
7,19,90,-3.49,-2.77,0,0,0,0,1,0,0,2.2,0.237,-1.36,1.55,0.081,0,0,0,4.15
8,1,90,-7.44,-7.38,0,0,0,0,0,1,0,-2.96,-0.169,-4.74,-1.33,-0.459,0,0,0,9.99
8,2,90,-4.08,-4.92,1,0,0,0,0,0,1,-3.28,-0.187,-1.02,-2.13,-0.323,1,0,0,0.326
8,3,90,-3.62,-7.67,0,1,0,0,0,0,1,-2.41,-0.1,0.236,-2,-0.054,0,1,0,0.403
8,4,90,-6.21,-6.88,0,0,0,0,1,0,0,-1.73,-0.034,-4.56,-0.841,-0.1,0,0,0,3.82
8,5,90,-5.07,-6.63,1,0,0,0,0,0,1,-3.5,-0.402,-0.753,-2.37,-0.187,0,1,0,0.224
8,6,90,-5.57,-5.9,0,1,0,0,0,0,0,-3.46,0.047,-2.84,-2.48,0.051,0,0,0,0.689
8,7,90,-3.23,-3.46,0,1,0,0,0,0,1,-0.418,-0.08,-0.895,-0.168,-0.049,0,1,0,0.545
8,8,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,9,90,-6.29,-7.3,0,0,1,0,0,0,0,-5.86,-0.207,-1.2,-2.07,-0.883,0,1,0,1.12
8,10,90,-3.34,-3.16,0,1,0,0,0,0,1,-1.33,-0.123,-0.282,-0.273,-0.269,0,1,0,0.736
8,11,90,-3.91,-3.09,0,0,0,0,1,0,0,0.393,-0.087,0.268,0.935,-0.219,0,0,0,5.56
8,12,90,-3.47,-6.51,1,0,0,0,0,0,1,-1.8,-0.087,0.362,-1.6,-0.064,0,1,0,0.358
8,13,90,-8.29,-8.89,0,0,0,0,0,1,0,-5.17,-0.108,-3.01,-3,-0.704,0,0,0,11.3
8,14,90,-5.49,-6.55,0,1,0,0,0,0,0,-3.39,-0.112,-2.96,-2.65,0.024,0,0,0,0.523
8,15,90,-5.75,-6.68,0,0,1,0,0,0,0,-5.52,-0.46,-0.862,-1.94,-1.45,0,1,0,1.44
8,16,90,-4.77,-4.75,0,0,1,0,0,0,0,-3,-0.063,-1.19,-0.775,-0.542,0,1,0,1.16
8,17,90,-4.75,-5.42,0,1,0,0,0,0,0,-2.1,-0.069,-2.59,-1.93,-0.014,0,0,0,0.508
8,18,90,-3.62,-3.94,0,1,0,0,0,0,0,-0.168,-0.195,-0.08,-0.08,-0.279,0,1,0,0.577
8,19,90,-3.81,-3.32,0,0,0,0,1,0,0,1.78,0.157,-2.25,1.39,0.032,0,0,0,4.41
9,1,90,-8.07,-7,0,0,0,0,0,1,0,2.9,0.037,-3.54,0.742,0.424,0,0,0,9.45
9,2,90,-4.52,-4.35,0,0,1,0,0,0,0,2.58,0.02,0.18,-0.053,0.56,0,0,0,0.795
9,3,90,-3.56,-6.59,0,0,1,0,0,0,0,3.45,0.107,1.43,0.072,0.829,0,1,0,1.3
9,4,90,-6.15,-5.8,0,0,0,0,1,0,0,4.13,0.172,-3.36,1.23,0.783,0,0,0,4.82
9,5,90,-4.63,-5.17,0,0,1,0,0,0,0,2.36,-0.195,0.444,-0.3,0.696,0,1,0,1.33
9,6,90,-5.1,-4.41,0,0,0,1,0,0,0,2.4,0.254,-1.65,-0.411,0.935,0,0,0,1.53
9,7,90,-2.75,-1.97,0,0,1,0,0,0,0,5.44,0.127,0.302,1.91,0.834,0,1,0,1.3
9,8,90,-1.79,-0.774,0,0,1,0,0,0,0,5.86,0.207,1.2,2.07,0.883,0,1,0,1.12
9,9,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,10,90,-2.1,-0.901,0,1,0,0,0,0,0,4.53,0.083,0.915,1.8,0.614,0,1,0,0.646
9,11,90,-3.23,-1.4,0,0,0,0,1,0,0,6.25,0.12,1.47,3.01,0.664,0,0,0,5.92
9,12,90,-3.08,-5.1,0,0,1,0,0,0,0,4.06,0.12,1.56,0.478,0.819,0,1,0,1.34
9,13,90,-6.48,-6.07,0,0,0,0,0,1,0,0.693,0.099,-1.81,-0.931,0.179,0,0,0,10.9
9,14,90,-5.61,-5.66,0,0,0,1,0,0,0,2.47,0.095,-1.77,-0.582,0.907,0,0,0,1.62
9,15,90,-5.75,-5.66,0,0,0,1,0,0,0,0.336,-0.253,0.336,0.137,-0.567,0,1,0,1.77
9,16,90,-4.08,-3.04,0,0,1,0,0,0,0,2.86,0.144,0.006,1.3,0.341,0,1,0,1.48
9,17,90,-4.5,-4.15,0,0,1,0,0,0,0,3.76,0.138,-1.39,0.141,0.87,0,0,0,1.5
9,18,90,-3.03,-2.34,0,0,1,0,0,0,0,5.69,0.012,1.12,1.99,0.604,0,1,0,1.49
9,19,90,-3.68,-2.18,0,0,0,0,1,0,0,7.64,0.364,-1.05,3.46,0.915,0,0,0,5.45
10,1,90,-7.09,-7.21,0,0,0,0,0,1,0,-1.63,-0.046,-4.46,-1.06,-0.19,0,0,0,10.1
10,2,90,-4.95,-5.98,0,1,0,0,0,0,1,-1.95,-0.063,-0.736,-1.85,-0.054,0,0,0,0.475
10,3,90,-4.23,-8.46,0,1,0,0,0,0,0,-1.08,0.024,0.518,-1.73,0.216,0,1,0,0.735
10,4,90,-6.42,-7.27,0,0,0,0,1,0,0,-0.397,0.089,-4.28,-0.568,0.17,0,0,0,4.2
10,5,90,-5.91,-7.65,0,0,1,0,0,0,0,-2.17,-0.279,-0.471,-2.1,0.082,0,1,0,0.957
10,6,90,-6.45,-6.95,0,0,1,0,0,0,0,-2.13,0.171,-2.56,-2.21,0.321,0,0,0,1.37
10,7,90,-3.21,-3.62,0,1,0,0,0,0,1,0.911,0.044,-0.614,0.106,0.22,0,1,0,0.694
10,8,90,-2.69,-2.88,0,1,0,0,0,0,1,1.33,0.123,0.282,0.273,0.269,0,1,0,0.736
10,9,90,-6.13,-7.33,0,1,0,0,0,0,0,-4.53,-0.083,-0.915,-1.8,-0.614,0,1,0,0.646
